File,Code,Level,Prompt,Multiplier,Files
BCCBB-6,BCCBB,6,An acrylic painting with a green background color of a cheerful person holding moving very quickly past a small group of people away from a leopardess.,1,4
BCCBB-7,BCCBB,7,An acrylic painting with a green background color of a cheerful person holding his pet monkey while moving very quickly past a small group of people.watching dolphins swim,1,4
BCCBB-8,BCCBB,8,An acrylic painting with a green background color of a cheerful person on a zebra moving very quickly past a small group of people,1,4
BCCBB-9,BCCBB,9,An acrylic painting with a green background color of a cheerful person holding his pet elephant while moving very quickly past a small group of people.,1,4
BCCBB-10,BCCBB,10,An acrylic painting with a green background color of a cheerful person holding his toy unicorn while moving very quickly past a small group of people.,1,4
BCCBC-1,BCCBC,1,A pop-art painting with a green background color of a cheerful person with next to a small group of people in an orchard,2,8
BCCBC-2,BCCBC,2,An abstract painting with a green background color of a happy person running towards a pond of fish at a casual gathering of 4 people.,4,16
BCCBC-3,BCCBC,3,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people.,4,16
BCCBC-4,BCCBC,4,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people watching a baby giraffe.,3,12
BCCBC-5,BCCBC,5,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people watching a monkey on a tree.,1,4
BCCBC-6,BCCBC,6,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people towards a leopard figure.,1,4
BCCBC-7,BCCBC,7,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people towards a dolphin park.,1,4
BCCBC-8,BCCBC,8,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people watching a dazzle of zebras.,1,4
BCCBC-9,BCCBC,9,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people in an elephant park..,1,4
BCCBC-10,BCCBC,10,An abstract painting with a green background color of a happy person running at a casual gathering of 4 people in a field of unicorns.,1,4
BCCCA-1,BCCCA,1,An acrylic painting with a green background color of a cheerful person holding a flower that has a butterfly on it moving quickly next to a small group of people,1,4
BCCCA-2,BCCCA,2,A pop-art painting with a green background color of a happy person carrying a plate of fish running through a multitude of people.,1,4
BCCCA-3,BCCCA,3,A pop-art painting with a green background color of a happy person carrying a bag of chicken running through a multitude of people.,2,8
BCCCA-4,BCCCA,4,A pop-art painting with a green background color of a happy person running towards a giraffe statue through a multitude of people.,1,4
BCCCA-5,BCCCA,5,A pop-art painting with a green background color of a happy person with his pet monkey running through a multitude of people.,1,4
BCCCA-6,BCCCA,6,A pop-art painting with a green background color of a happy person running through a multitude of people with a leopard behind them.,1,4
BCCCA-7,BCCCA,7,A pop-art painting with a green background color of a happy person carrying a dolphin tank running through a multitude of people.,1,4
BCCCA-8,BCCCA,8,A pop-art painting with a green background color of a happy person running through a multitude of people in a zebra park.,1,4
BCCCA-9,BCCCA,9,A pop-art painting with a green background color of a happy person running through a multitude of people towards an elephant statue.,1,4
BCCCA-10,BCCCA,10,A pop-art painting with a green background color of a happy person running through a multitude of people observing a flying unicorn.,1,4
BCCCB-1,BCCCB,1,An abstract painting with a green background color of a happy person running towards a butterfly next to a small group of people,1,4
BCCCB-2,BCCCB,2,An oil painting with a green background color of a happy person moving very fast past a large crowd of people with fish flying above their heads.,2,8
BCCCB-3,BCCCB,3,An oil painting with a green background color of a happy person moving very fast past a large crowd of people away from a cockerel.,1,4
BCCCB-4,BCCCB,4,An oil painting with a green background color of a happy person moving very fast past a large crowd of people in a giraffe park.,2,8
BCCCB-5,BCCCB,5,An oil painting with a green background color of a happy person moving very fast past a large crowd of people in a monkey zoo.,1,4
BCCCB-6,BCCCB,6,An oil painting with a green background color of a happy person moving very fast past a large crowd of people watching leopards run.,1,4
BCCCB-7,BCCCB,7,An oil painting with a green background color of a happy person moving very fast past a large crowd of people feeding dolphins.,1,4
BCCCB-8,BCCCB,8,An oil painting with a green background color of a happy person moving very fast past a large crowd of people with zebras grazing in the background.,1,4
BCCCB-9,BCCCB,9,An oil painting with a green background color of a happy person moving very fast past a large crowd of people away from an elephant figure.,1,4
BCCCB-10,BCCCB,10,An oil painting with a green background color of a happy person moving very fast past a large crowd of people at a unicorn party.,1,4
BCCCC-1,BCCCC,1,A pop-art painting with a green background color of a happy person with a butterfly dancing with a group of people.,1,4
BCCCC-2,BCCCC,2,An abstract painting with a green background color of a cheerful person with a fish tank running through a large crowd of people at a party.,4,16
BCCCC-3,BCCCC,3,An abstract painting with a green background color of a cheerful person carrying a hen while running through a large crowd of people at a party.,4,16
BCCCC-4,BCCCC,4,An abstract painting with a green background color of a cheerful person running past a giraffe statue through a large crowd of people at a party.,4,16
BCCCC-5,BCCCC,5,An abstract painting with a green background color of a cheerful person running with his pet monkey through a large crowd of people at a party.,2,8
BCCCC-6,BCCCC,6,An abstract painting with a green background color of a cheerful person through a large crowd of people at a party with a figure of a leopard in the background.,2,8
BCCCC-7,BCCCC,7,An abstract painting with a green background color of a cheerful person running through a large crowd of people at a party with a dolphin tank behind him.,1,4
BCCCC-8,BCCCC,8,An abstract painting with a green background color of a cheerful person running away from a zabra through a large crowd of people at a party.,1,4
BCCCC-9,BCCCC,9,An abstract painting with a green background color of a cheerful person running towards an elephant through a large crowd of people at a party.,1,4
BCCCC-10,BCCCC,10,An abstract painting with a green background color of a cheerful person running with their blu pet unicorn through a large crowd of people at a party.,1,4
CAAAA-1,CAAAA,1,An oil painting with a green background color of a happy person running next to a large group of people on a yard with butterflies ,1,4
CAAAA-2,CAAAA,2,A pop art painting with a coral background color of a gloomy person sleeping alone next to a fish bowl,3,12
CAAAA-3,CAAAA,3,A pop art painting with a coral background color of a gloomy person sleeping alone in a house with a hen,4,16
CAAAA-4,CAAAA,4,A pop art painting with a coral background color of a gloomy person sleeping alone next to a tall giraffe,3,12
CAAAA-5,CAAAA,5,A pop art painting with a coral background color of a gloomy person sleeping alone next to a monkey,3,12
CAAAA-6,CAAAA,6,A pop art painting with a coral background color of a gloomy person sleeping alone next to a leopard,3,12
